C_EGDA_M,C_cat_M,Q1_mL_min,Q2_mL_min,Q_total_mL_min,T_C,beta_model_weight,design_mode,eig_evaluated,eig_model,eig_param,governor_state,n_positions,rank,resource_penalty,round,scenario,screen_score,seed,selected,strategy,utility_total,z_positions_m
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.9387368104704842,NORMAL_LEARNING,10,1,0.0,6,S5_inadequacy,2.68815506797705,6,1,F-noGovernor,0.9387368104704842,0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453;0.4677;0.4824
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.8863710152862572,NORMAL_LEARNING,10,2,0.0,6,S5_inadequacy,2.621834942212864,6,0,F-noGovernor,0.8863710152862572,0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.8074436139519582,NORMAL_LEARNING,10,3,0.0,6,S5_inadequacy,2.6218239336401368,6,0,F-noGovernor,0.8074436139519582,0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,6,S5_inadequacy,2.4186421829568587,6,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,6,S5_inadequacy,2.330766497752883,6,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,6,S5_inadequacy,2.330329310330118,6,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,1.1178356543711774,NORMAL_LEARNING,10,1,0.0,7,S5_inadequacy,1.9459308524024017,6,1,F-noGovernor,1.1178356543711774,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.7832527176642862,NORMAL_LEARNING,10,2,0.0,7,S5_inadequacy,1.6756463041377394,6,0,F-noGovernor,0.7832527176642862,0.4383;0.453;0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.802943194382664,NORMAL_LEARNING,10,3,0.0,7,S5_inadequacy,1.640800101857355,6,0,F-noGovernor,0.802943194382664,0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,7,S5_inadequacy,1.6407923892513345,6,0,F-noGovernor,nan,0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207
2.0,2.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,7,S5_inadequacy,1.5523396366629747,6,0,F-noGovernor,nan,0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,7,S5_inadequacy,1.5373893613617362,6,0,F-noGovernor,nan,0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.116169401093554,NORMAL_LEARNING,10,1,0.0,8,S5_inadequacy,1.6738471919792843,6,1,F-noGovernor,1.116169401093554,0.4383;0.453;0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.0128132487209578,NORMAL_LEARNING,10,2,0.0,8,S5_inadequacy,1.6390387425975064,6,0,F-noGovernor,1.0128132487209578,0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.0350750113308635,NORMAL_LEARNING,10,3,0.0,8,S5_inadequacy,1.639031442472799,6,0,F-noGovernor,1.0350750113308635,0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,8,S5_inadequacy,1.5358800934284176,6,0,F-noGovernor,nan,0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,8,S5_inadequacy,1.4603993268203865,6,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,8,S5_inadequacy,1.332680442129309,6,0,F-noGovernor,nan,0.0414;0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737
2.0,0.1,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,1,0.0,2,S5_inadequacy,66.38461626256142,7,1,F-noGovernor,2.7725887222397816,0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.5706;0.5853;0.6
2.0,0.5,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,2,0.0,2,S5_inadequacy,66.36133005769715,7,0,F-noGovernor,2.7725887222397816,0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.5118;0.5265;0.5412;0.5559
2.0,1.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,3,0.0,2,S5_inadequacy,66.22388370012487,7,0,F-noGovernor,2.7725887222397816,0.0414;0.0561;0.0708;0.0855;0.1002;0.1149;0.2472;0.2619;0.2766;0.2913
2.0,0.1,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S5_inadequacy,66.08623328162338,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.1,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S5_inadequacy,66.03847581684039,7,0,F-noGovernor,nan,0.0267;0.0414;0.0561;0.0708;0.0855;0.1002;0.159;0.1737;0.1884;0.2031
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S5_inadequacy,65.88778989855707,7,0,F-noGovernor,nan,0.0267;0.0414;0.0561;0.0708;0.0855;0.1296;0.1443;0.159;0.1737;0.1884
2.0,2.0,0.25,0.25,0.5,40.0,1.0,eig,1,0.0,2.770338845203272,NORMAL_LEARNING,10,1,0.0,3,S5_inadequacy,13.818671884152288,7,0,F-noGovernor,2.770338845203272,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,2.772543807130338,NORMAL_LEARNING,10,2,0.0,3,S5_inadequacy,13.589881628231044,7,1,F-noGovernor,2.772543807130338,0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.6
2.0,1.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,2.7718283204989387,NORMAL_LEARNING,10,3,0.0,3,S5_inadequacy,13.400345986028693,7,0,F-noGovernor,2.7718283204989387,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,3,S5_inadequacy,12.72539343498229,7,0,F-noGovernor,nan,0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,3,S5_inadequacy,12.70406646721328,7,0,F-noGovernor,nan,0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,3,S5_inadequacy,12.588900168487172,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.1,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,2.074442537664391,NORMAL_LEARNING,10,1,0.0,4,S5_inadequacy,6.1595495499051935,7,0,F-noGovernor,2.074442537664391,0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453;0.4677
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.2907363738111,NORMAL_LEARNING,10,2,0.0,4,S5_inadequacy,6.150730747932261,7,0,F-noGovernor,2.2907363738111,0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.3699981752116313,NORMAL_LEARNING,10,3,0.0,4,S5_inadequacy,6.150711194078838,7,1,F-noGovernor,2.3699981752116313,0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942
2.0,1.0,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,4,S5_inadequacy,6.120874149273696,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,4,S5_inadequacy,6.090285393631177,7,0,F-noGovernor,nan,0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,4,S5_inadequacy,5.963425415188162,7,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.661826962532623,NORMAL_LEARNING,10,1,0.0,5,S5_inadequacy,3.4272271355260457,7,0,F-noGovernor,1.661826962532623,0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453;0.4677
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.7188418611899072,NORMAL_LEARNING,10,2,0.0,5,S5_inadequacy,3.391119496162311,7,1,F-noGovernor,1.7188418611899072,0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.4991147935831204,NORMAL_LEARNING,10,3,0.0,5,S5_inadequacy,3.3910895501377922,7,0,F-noGovernor,1.4991147935831204,0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,5,S5_inadequacy,3.310404893337058,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,5,S5_inadequacy,3.310247650457981,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,5,S5_inadequacy,3.297155167073612,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,1.5996936574551537,NORMAL_LEARNING,10,1,0.0,6,S5_inadequacy,3.2878651869159228,7,1,F-noGovernor,1.5996936574551537,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,1.0136482579885644,NORMAL_LEARNING,10,2,0.0,6,S5_inadequacy,3.1579265213036294,7,0,F-noGovernor,1.0136482579885644,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,1.2662912168773366,NORMAL_LEARNING,10,3,0.0,6,S5_inadequacy,2.7736211442561576,7,0,F-noGovernor,1.2662912168773366,0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236
2.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,6,S5_inadequacy,2.653098503329854,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,6,S5_inadequacy,2.593922466814945,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,6,S5_inadequacy,2.5650373598269987,7,0,F-noGovernor,nan,0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.3942
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.0059369623256995,NORMAL_LEARNING,10,1,0.0,7,S5_inadequacy,2.6159135482072173,7,0,F-noGovernor,1.0059369623256995,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.1651228195746395,NORMAL_LEARNING,10,2,0.0,7,S5_inadequacy,2.589752495459326,7,0,F-noGovernor,1.1651228195746395,0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.4089
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.2505880628564114,NORMAL_LEARNING,10,3,0.0,7,S5_inadequacy,2.589751307409802,7,1,F-noGovernor,1.2505880628564114,0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.4089
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,7,S5_inadequacy,2.533364861259301,7,0,F-noGovernor,nan,0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325
2.0,2.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,7,S5_inadequacy,2.4349298682677762,7,0,F-noGovernor,nan,0.0414;0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737
2.0,2.0,1.0,1.0,2.0,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,7,S5_inadequacy,2.138262933720604,7,0,F-noGovernor,nan,0.4383;0.453;0.4677;0.4824;0.4971;0.5118;0.5265;0.5559;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,1.0361285041764536,NORMAL_LEARNING,10,1,0.0,8,S5_inadequacy,1.959174152421074,7,0,F-noGovernor,1.0361285041764536,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.1733970313388358,NORMAL_LEARNING,10,2,0.0,8,S5_inadequacy,1.9328212071678479,7,1,F-noGovernor,1.1733970313388358,0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.8773314519685291,NORMAL_LEARNING,10,3,0.0,8,S5_inadequacy,1.9328209231338391,7,0,F-noGovernor,0.8773314519685291,0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,8,S5_inadequacy,1.9235209882368167,7,0,F-noGovernor,nan,0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.306;0.3207;0.3354;0.3501
2.0,2.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,8,S5_inadequacy,1.8980078550347486,7,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,8,S5_inadequacy,1.8767803557349723,7,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.1,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.655238694428188,NORMAL_LEARNING,10,1,0.0,2,S5_inadequacy,69.63965286396919,8,0,F-noGovernor,2.655238694428188,0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383
2.0,0.5,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.5220833141838166,NORMAL_LEARNING,10,2,0.0,2,S5_inadequacy,69.62431224393386,8,0,F-noGovernor,2.5220833141838166,0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.3501;0.3648
2.0,1.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.6806447887894955,NORMAL_LEARNING,10,3,0.0,2,S5_inadequacy,69.50314256224787,8,1,F-noGovernor,2.6806447887894955,0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325
2.0,0.1,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S5_inadequacy,69.28100031440668,8,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S5_inadequacy,69.11355601548581,8,0,F-noGovernor,nan,0.0414;0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S5_inadequacy,69.1132607544275,8,0,F-noGovernor,nan,0.0414;0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737
2.0,2.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,1,0.0,3,S5_inadequacy,18.83463919861719,8,1,F-noGovernor,2.7725887222397816,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,2,0.0,3,S5_inadequacy,18.40901686027903,8,0,F-noGovernor,2.7725887222397816,0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453
2.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,3,0.0,3,S5_inadequacy,18.101275554046488,8,0,F-noGovernor,2.7725887222397816,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,3,S5_inadequacy,17.0300178564777,8,0,F-noGovernor,nan,0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236
2.0,2.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,3,S5_inadequacy,16.93334894053516,8,0,F-noGovernor,nan,0.1296;0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619
2.0,0.5,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,3,S5_inadequacy,16.86302620069768,8,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.1,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.8863439831741475,NORMAL_LEARNING,10,1,0.0,4,S5_inadequacy,6.70564454387052,8,0,F-noGovernor,1.8863439831741475,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.4023333162503504,NORMAL_LEARNING,10,2,0.0,4,S5_inadequacy,6.697777532330377,8,1,F-noGovernor,2.4023333162503504,0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453;0.4677;0.4824;0.4971
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.251424746221376,NORMAL_LEARNING,10,3,0.0,4,S5_inadequacy,6.697749165600115,8,0,F-noGovernor,2.251424746221376,0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453;0.4677;0.4824;0.4971
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,4,S5_inadequacy,6.635058086631879,8,0,F-noGovernor,nan,0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766;0.2913
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,4,S5_inadequacy,6.414483128354412,8,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,4,S5_inadequacy,6.414379085546798,8,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,0.9844465693330671,NORMAL_LEARNING,10,1,0.0,5,S5_inadequacy,2.8566206444087,8,0,F-noGovernor,0.9844465693330671,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.1632978627504535,NORMAL_LEARNING,10,2,0.0,5,S5_inadequacy,2.4428535111331158,8,0,F-noGovernor,1.1632978627504535,0.3501;0.3648;0.3795;0.3942;0.4089;0.4236;0.4383;0.453;0.4824;0.5118
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,1.2052892815239933,NORMAL_LEARNING,10,3,0.0,5,S5_inadequacy,2.420544202723221,8,1,F-noGovernor,1.2052892815239933,0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,5,S5_inadequacy,2.4205219575944454,8,0,F-noGovernor,nan,0.1443;0.159;0.1737;0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.2766
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,5,S5_inadequacy,2.3374766692703943,8,0,F-noGovernor,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.1443;0.159;0.1737;0.1884
2.0,2.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,5,S5_inadequacy,2.329013136121432,8,0,F-noGovernor,nan,0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,0.7105305546856732,NORMAL_LEARNING,10,1,0.0,6,S5_inadequacy,2.7366481130905527,8,0,F-noGovernor,0.7105305546856732,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,0.8964106848512315,NORMAL_LEARNING,10,2,0.0,6,S5_inadequacy,2.2769865218908123,8,1,F-noGovernor,0.8964106848512315,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,0.7115452713644955,NORMAL_LEARNING,10,3,0.0,6,S5_inadequacy,2.2003934758683386,8,0,F-noGovernor,0.7115452713644955,0.4089;0.4236;0.453;0.4677;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706
2.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,6,S5_inadequacy,2.017930559966395,8,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,6,S5_inadequacy,1.908695350121377,8,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,6,S5_inadequacy,1.908686531480143,8,0,F-noGovernor,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.6504597193667677,NORMAL_LEARNING,10,1,0.0,7,S5_inadequacy,1.9086933489141202,8,0,F-noGovernor,0.6504597193667677,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.8953206823290313,NORMAL_LEARNING,10,2,0.0,7,S5_inadequacy,1.9086845287798866,8,0,F-noGovernor,0.8953206823290313,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.181981774004622,NORMAL_LEARNING,10,3,0.0,7,S5_inadequacy,1.9039208941394676,8,1,F-noGovernor,1.181981774004622,0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207;0.3354;0.3501
