x_m,C_EGMA_T40C,C_EGMA_T70C,C_EGMA_T100C,C_EGMA_T130C,C_EGMA_T150C
1.29000000e-01,4.06830920e-03,2.41396238e-02,8.46227001e-02,1.14128672e-01,5.36613631e-02
1.30000000e-01,4.09946232e-03,2.43120254e-02,8.50337158e-02,1.13817146e-01,5.29981727e-02
1.31000000e-01,4.13060957e-03,2.44842098e-02,8.54416999e-02,1.13500480e-01,5.23429911e-02
1.32000000e-01,4.16175095e-03,2.46561771e-02,8.58466671e-02,1.13178824e-01,5.16957961e-02
1.33000000e-01,4.19288646e-03,2.48279276e-02,8.62486318e-02,1.12852329e-01,5.10565619e-02
1.34000000e-01,4.22401610e-03,2.49994615e-02,8.66476087e-02,1.12521142e-01,5.04252599e-02
1.35000000e-01,4.25513988e-03,2.51707790e-02,8.70436121e-02,1.12185406e-01,4.98018579e-02
1.36000000e-01,4.28625778e-03,2.53418803e-02,8.74366564e-02,1.11845264e-01,4.91863211e-02
1.37000000e-01,4.31736982e-03,2.55127655e-02,8.78267559e-02,1.11500853e-01,4.85786122e-02
1.38000000e-01,4.34847599e-03,2.56834350e-02,8.82139248e-02,1.11152310e-01,4.79786909e-02
1.39000000e-01,4.37957629e-03,2.58538889e-02,8.85981775e-02,1.10799769e-01,4.73865148e-02
1.40000000e-01,4.41067073e-03,2.60241274e-02,8.89795280e-02,1.10443361e-01,4.68020389e-02
1.41000000e-01,4.44175931e-03,2.61941507e-02,8.93579903e-02,1.10083214e-01,4.62252165e-02
1.42000000e-01,4.47284202e-03,2.63639590e-02,8.97335785e-02,1.09719455e-01,4.56559985e-02
1.43000000e-01,4.50391888e-03,2.65335526e-02,9.01063067e-02,1.09352207e-01,4.50943341e-02
1.44000000e-01,4.53498987e-03,2.67029317e-02,9.04761885e-02,1.08981592e-01,4.45401706e-02
1.45000000e-01,4.56605500e-03,2.68720964e-02,9.08432380e-02,1.08607729e-01,4.39934539e-02
1.46000000e-01,4.59711427e-03,2.70410469e-02,9.12074688e-02,1.08230734e-01,4.34541281e-02
1.47000000e-01,4.62816768e-03,2.72097835e-02,9.15688948e-02,1.07850722e-01,4.29221360e-02
1.48000000e-01,4.65921524e-03,2.73783063e-02,9.19275295e-02,1.07467806e-01,4.23974190e-02
1.49000000e-01,4.69025694e-03,2.75466157e-02,9.22833866e-02,1.07082096e-01,4.18799173e-02
1.50000000e-01,4.72129278e-03,2.77147117e-02,9.26364796e-02,1.06693699e-01,4.13695699e-02
1.51000000e-01,4.75232277e-03,2.78825945e-02,9.29868220e-02,1.06302722e-01,4.08663150e-02
1.52000000e-01,4.78334690e-03,2.80502645e-02,9.33344273e-02,1.05909268e-01,4.03700895e-02
1.53000000e-01,4.81436518e-03,2.82177217e-02,9.36793088e-02,1.05513439e-01,3.98808296e-02
1.54000000e-01,4.84537761e-03,2.83849664e-02,9.40214799e-02,1.05115336e-01,3.93984706e-02
1.55000000e-01,4.87638418e-03,2.85519988e-02,9.43609537e-02,1.04715055e-01,3.89229472e-02
1.56000000e-01,4.90738491e-03,2.87188191e-02,9.46977437e-02,1.04312693e-01,3.84541934e-02
1.57000000e-01,4.93837978e-03,2.88854275e-02,9.50318627e-02,1.03908344e-01,3.79921426e-02
1.58000000e-01,4.96936881e-03,2.90518243e-02,9.53633241e-02,1.03502100e-01,3.75367275e-02
1.59000000e-01,5.00035199e-03,2.92180095e-02,9.56921408e-02,1.03094051e-01,3.70878807e-02
1.60000000e-01,5.03132932e-03,2.93839834e-02,9.60183258e-02,1.02684285e-01,3.66455342e-02
1.61000000e-01,5.06230080e-03,2.95497462e-02,9.63418920e-02,1.02272890e-01,3.62096196e-02
1.62000000e-01,5.09326644e-03,2.97152981e-02,9.66628523e-02,1.01859950e-01,3.57800683e-02
1.63000000e-01,5.12422623e-03,2.98806394e-02,9.69812196e-02,1.01445548e-01,3.53568115e-02
1.64000000e-01,5.15518018e-03,3.00457702e-02,9.72970066e-02,1.01029767e-01,3.49397801e-02
1.65000000e-01,5.18612829e-03,3.02106906e-02,9.76102259e-02,1.00612685e-01,3.45289051e-02
1.66000000e-01,5.21707055e-03,3.03754010e-02,9.79208904e-02,1.00194381e-01,3.41241171e-02
1.67000000e-01,5.24800698e-03,3.05399016e-02,9.82290125e-02,9.97749319e-02,3.37253469e-02
1.68000000e-01,5.27893756e-03,3.07041924e-02,9.85346049e-02,9.93544124e-02,3.33325252e-02
1.69000000e-01,5.30986230e-03,3.08682738e-02,9.88376800e-02,9.89328959e-02,3.29455827e-02
1.70000000e-01,5.34078121e-03,3.10321459e-02,9.91382502e-02,9.85104545e-02,3.25644503e-02
1.71000000e-01,5.37169427e-03,3.11958089e-02,9.94363280e-02,9.80871584e-02,3.21890588e-02
1.72000000e-01,5.40260150e-03,3.13592630e-02,9.97319257e-02,9.76630768e-02,3.18193393e-02
1.73000000e-01,5.43350289e-03,3.15225085e-02,1.00025056e-01,9.72382770e-02,3.14552230e-02
1.74000000e-01,5.46439845e-03,3.16855455e-02,1.00315730e-01,9.68128252e-02,3.10966415e-02
1.75000000e-01,5.49528817e-03,3.18483742e-02,1.00603961e-01,9.63867859e-02,3.07435263e-02
1.76000000e-01,5.52617206e-03,3.20109949e-02,1.00889761e-01,9.59602225e-02,3.03958093e-02
1.77000000e-01,5.55705012e-03,3.21734077e-02,1.01173141e-01,9.55331968e-02,3.00534229e-02
1.78000000e-01,5.58792235e-03,3.23356128e-02,1.01454114e-01,9.51057695e-02,2.97162995e-02
1.79000000e-01,5.61878874e-03,3.24976104e-02,1.01732692e-01,9.46779997e-02,2.93843719e-02
1.80000000e-01,5.64964930e-03,3.26594007e-02,1.02008887e-01,9.42499456e-02,2.90575734e-02
1.81000000e-01,5.68050404e-03,3.28209840e-02,1.02282711e-01,9.38216637e-02,2.87358376e-02
1.82000000e-01,5.71135294e-03,3.29823604e-02,1.02554175e-01,9.33932096e-02,2.84190984e-02
1.83000000e-01,5.74219602e-03,3.31435301e-02,1.02823291e-01,9.29646375e-02,2.81072902e-02
1.84000000e-01,5.77303327e-03,3.33044934e-02,1.03090071e-01,9.25360004e-02,2.78003478e-02
1.85000000e-01,5.80386470e-03,3.34652503e-02,1.03354526e-01,9.21073501e-02,2.74982064e-02
1.86000000e-01,5.83469030e-03,3.36258012e-02,1.03616669e-01,9.16787374e-02,2.72008019e-02
1.87000000e-01,5.86551008e-03,3.37861462e-02,1.03876511e-01,9.12502118e-02,2.69080703e-02
1.88000000e-01,5.89632403e-03,3.39462855e-02,1.04134063e-01,9.08218217e-02,2.66199484e-02
1.89000000e-01,5.92713216e-03,3.41062193e-02,1.04389336e-01,9.03936145e-02,2.63363733e-02
1.90000000e-01,5.95793447e-03,3.42659478e-02,1.04642343e-01,8.99656363e-02,2.60572826e-02
1.91000000e-01,5.98873096e-03,3.44254712e-02,1.04893095e-01,8.95379323e-02,2.57826146e-02
1.92000000e-01,6.01952163e-03,3.45847898e-02,1.05141602e-01,8.91105468e-02,2.55123080e-02
1.93000000e-01,6.05030648e-03,3.47439036e-02,1.05387877e-01,8.86835226e-02,2.52463021e-02
1.94000000e-01,6.08108551e-03,3.49028129e-02,1.05631930e-01,8.82569021e-02,2.49845366e-02
1.95000000e-01,6.11185872e-03,3.50615179e-02,1.05873772e-01,8.78307261e-02,2.47269519e-02
1.96000000e-01,6.14262612e-03,3.52200188e-02,1.06113415e-01,8.74050349e-02,2.44734889e-02
1.97000000e-01,6.17338770e-03,3.53783158e-02,1.06350870e-01,8.69798675e-02,2.42240891e-02
1.98000000e-01,6.20414347e-03,3.55364091e-02,1.06586148e-01,8.65552623e-02,2.39786945e-02
1.99000000e-01,6.23489342e-03,3.56942988e-02,1.06819260e-01,8.61312565e-02,2.37372478e-02
2.00000000e-01,6.26563756e-03,3.58519853e-02,1.07050217e-01,8.57078865e-02,2.34996921e-02
