bound_active,condition_number,effective_rank,eigenvalues_ascending,eigval_max,eigval_min,estimate_natural,final_round,matrix_kind,n_params,param,rel_ci_width_pct,rel_error_pct,scenario,seed,sigma_scaled,strategy,true_value
0,7079082.309676495,6,0.000890871;0.094069;2.93852;21.0251;1418.52;6306.55,6306.546549656467,0.0008908706346069688,0.1085357677537935,8,fisher_information,6,K2_ref,103.96635950813379,55.05109679113357,S1_ideal,2,0.36366576014592394,A,0.07
0,75589.62465927092,6,0.0806668;0.252657;3.37384;86.5211;1033.42;6097.57,6097.570917745538,0.08066677067429627,0.0009794603323634854,8,fisher_information,6,k1_ref,7.210147733102423,2.0539667636514625,S1_ideal,3,0.03552077543768543,A,0.001
0,75589.62465927092,6,0.0806668;0.252657;3.37384;86.5211;1033.42;6097.57,6097.570917745538,0.08066677067429627,40701.041141742,8,fisher_information,6,Ea1_J,4.474345658015321,1.752602854354991,S1_ideal,3,0.9291353403533482,A,40000.0
0,75589.62465927092,6,0.0806668;0.252657;3.37384;86.5211;1033.42;6097.57,6097.570917745538,0.08066677067429627,0.000540890012655666,8,fisher_information,6,k2_ref,47.25343690464183,16.786151899128296,S1_ideal,3,0.19744131473468876,A,0.00065
0,75589.62465927092,6,0.0806668;0.252657;3.37384;86.5211;1033.42;6097.57,6097.570917745538,0.08066677067429627,51328.108059875274,8,fisher_information,6,Ea2_J,13.407175723381561,6.933558458073488,S1_ideal,3,3.511045736262578,A,48000.0
0,75589.62465927092,6,0.0806668;0.252657;3.37384;86.5211;1033.42;6097.57,6097.570917745538,0.08066677067429627,0.3527429755986068,8,fisher_information,6,K1_ref,3632.6328804617456,60.80633604459925,S1_ideal,3,1.8467851753668452,A,0.9
0,75589.62465927092,6,0.0806668;0.252657;3.37384;86.5211;1033.42;6097.57,6097.570917745538,0.08066677067429627,0.05442702610434796,8,fisher_information,6,K2_ref,33.82993357652862,22.24710556521721,S1_ideal,3,0.14867329361880208,A,0.07
0,68145.58961798038,6,0.0881988;0.845647;8.81587;48.1808;1172.05;6010.36,6010.357799309806,0.0881987790112826,0.0010649439066258582,8,fisher_information,6,k1_ref,6.8862795574201385,6.494390662585818,S1_ideal,4,0.033977181335948764,A,0.001
0,68145.58961798038,6,0.0881988;0.845647;8.81587;48.1808;1172.05;6010.36,6010.357799309806,0.0881987790112826,39397.72974048712,8,fisher_information,6,Ea1_J,4.711260819229254,1.5056756487821985,S1_ideal,4,0.9470050025150006,A,40000.0
0,68145.58961798038,6,0.0881988;0.845647;8.81587;48.1808;1172.05;6010.36,6010.357799309806,0.0881987790112826,0.000542505717323597,8,fisher_information,6,k2_ref,45.02808068540656,16.537581950215845,S1_ideal,4,0.1896720395827454,A,0.00065
0,68145.58961798038,6,0.0881988;0.845647;8.81587;48.1808;1172.05;6010.36,6010.357799309806,0.0881987790112826,50894.45258171869,8,fisher_information,6,Ea2_J,12.93184876244731,6.030109545247266,S1_ideal,4,3.3579559369098577,A,48000.0
0,68145.58961798038,6,0.0881988;0.845647;8.81587;48.1808;1172.05;6010.36,6010.357799309806,0.0881987790112826,0.10389433391931267,8,fisher_information,6,K1_ref,246.42206830154038,88.45618512007637,S1_ideal,4,0.6339222939994413,A,0.9
0,68145.58961798038,6,0.0881988;0.845647;8.81587;48.1808;1172.05;6010.36,6010.357799309806,0.0881987790112826,0.07590032612005934,8,fisher_information,6,K2_ref,50.91244966907094,8.429037314370477,S1_ideal,4,0.2099641220202491,A,0.07
0,284832.7853603996,6,0.0225161;0.0846702;3.10801;52.1933;1201.93;6413.31,6413.312190454615,0.022516060369735306,0.0009835778683501865,8,fisher_information,6,k1_ref,7.190737053120877,1.6422131649813538,S1_ideal,5,0.03542839327992726,A,0.001
0,284832.7853603996,6,0.0225161;0.0846702;3.10801;52.1933;1201.93;6413.31,6413.312190454615,0.022516060369735306,40188.33735124741,8,fisher_information,6,Ea1_J,4.51912802205951,0.470843378118534,S1_ideal,5,0.9266134769591992,A,40000.0
0,284832.7853603996,6,0.0225161;0.0846702;3.10801;52.1933;1201.93;6413.31,6413.312190454615,0.022516060369735306,0.0005869208941377361,8,fisher_information,6,k2_ref,46.45655213210473,9.704477824963677,S1_ideal,5,0.19467276837021216,A,0.00065
0,284832.7853603996,6,0.0225161;0.0846702;3.10801;52.1933;1201.93;6413.31,6413.312190454615,0.022516060369735306,48923.991521881195,8,fisher_information,6,Ea2_J,13.784689273561042,1.9249823372524892,S1_ideal,5,3.4408266385278936,A,48000.0
0,284832.7853603996,6,0.0225161;0.0846702;3.10801;52.1933;1201.93;6413.31,6413.312190454615,0.022516060369735306,1.215400574608075,8,fisher_information,6,K1_ref,42899853.80157683,35.0445082897861,S1_ideal,5,6.61694444950166,A,0.9
0,284832.7853603996,6,0.0225161;0.0846702;3.10801;52.1933;1201.93;6413.31,6413.312190454615,0.022516060369735306,0.06687461669655181,8,fisher_information,6,K2_ref,50.96429805659612,4.464833290640275,S1_ideal,5,0.210139380693869,A,0.07
0,74868.85785972756,6,0.083246;0.315911;3.84012;83.6951;1063.17;6232.53,6232.5342159166885,0.08324601702344399,0.0010479734537656184,8,fisher_information,6,k1_ref,6.986021206762105,4.797345376561838,S1_ideal,6,0.034453059699911845,A,0.001
0,74868.85785972756,6,0.083246;0.315911;3.84012;83.6951;1063.17;6232.53,6232.5342159166885,0.08324601702344399,39585.74965488619,8,fisher_information,6,Ea1_J,4.645589774169838,1.0356258627845272,S1_ideal,6,0.9382609887734003,A,40000.0
