frac_reached,metric,n_paired,n_reached,n_reference_reached,n_seeds,p_cheaper_egda_mol,p_cheaper_energy_kJ,p_cheaper_nmr_acquisitions,p_cheaper_time_s,ratio_acid_mol_ci_hi,ratio_acid_mol_ci_lo,ratio_acid_mol_median,ratio_acid_mol_q25,ratio_acid_mol_q75,ratio_capillary_travel_m_ci_hi,ratio_capillary_travel_m_ci_lo,ratio_capillary_travel_m_median,ratio_capillary_travel_m_q25,ratio_capillary_travel_m_q75,ratio_egda_mol_ci_hi,ratio_egda_mol_ci_lo,ratio_egda_mol_median,ratio_egda_mol_q25,ratio_egda_mol_q75,ratio_energy_kJ_ci_hi,ratio_energy_kJ_ci_lo,ratio_energy_kJ_median,ratio_energy_kJ_q25,ratio_energy_kJ_q75,ratio_nmr_acquisitions_ci_hi,ratio_nmr_acquisitions_ci_lo,ratio_nmr_acquisitions_median,ratio_nmr_acquisitions_q25,ratio_nmr_acquisitions_q75,ratio_reactor_conditions_ci_hi,ratio_reactor_conditions_ci_lo,ratio_reactor_conditions_median,ratio_reactor_conditions_q25,ratio_reactor_conditions_q75,ratio_spatial_samples_ci_hi,ratio_spatial_samples_ci_lo,ratio_spatial_samples_median,ratio_spatial_samples_q25,ratio_spatial_samples_q75,ratio_time_s_ci_hi,ratio_time_s_ci_lo,ratio_time_s_median,ratio_time_s_q25,ratio_time_s_q75,ratio_waste_mL_ci_hi,ratio_waste_mL_ci_lo,ratio_waste_mL_median,ratio_waste_mL_q25,ratio_waste_mL_q75,reference_strategy,scenario,strategy,target
1.0,blind_rmse_M,4,40,4,40,0.0,0.0,1.0,1.0,7.304543515499401,1.7902187967514942,6.954774894049988,5.593704791708175,7.11214812742953,0.7433760683760688,0.4446296296296298,0.5780185185185189,0.5290185185185189,0.6350106837606841,3.71027922689638,1.499127713186321,3.5311227274310495,2.988608300008029,3.6104275261592202,2.5931727894292247,1.4178739554802244,2.491692105755021,2.205541759098826,2.534758085761068,0.6428571428571429,0.4625,0.53125,0.509375,0.5638392857142858,0.42857142857142855,0.375,0.375,0.375,0.38839285714285715,0.42857142857142855,0.375,0.375,0.375,0.38839285714285715,0.7024436740522875,0.5293066425625331,0.5715480617508075,0.5570238441555347,0.6082358276243817,1.7369536485870576,0.7993840617646355,1.649520094510641,1.4193290018882083,1.6890355674656765,B,S2_nmr,F,0.005
1.0,blind_rmse_M,27,40,27,40,0.0,0.0,1.0,1.0,7.004223336507724,1.6291457115740962,5.908372241057004,1.5413925466887675,7.091531321367967,0.43555555555555564,0.35179487179487184,0.4101481481481483,0.32485185185185195,0.4527264957264959,3.552661168947174,1.2883993578304613,3.0083712660813133,1.2601948262975016,3.6042806765706867,2.514236790005697,1.298468535008066,2.198276103480653,1.2455385726445822,2.8036703484680605,0.5,0.4125,0.4625,0.4125,0.5071428571428571,0.42857142857142855,0.375,0.375,0.375,0.42857142857142855,0.42857142857142855,0.375,0.375,0.375,0.42857142857142855,0.6035665989373226,0.5203889076125487,0.551346974446468,0.5141435962584227,0.6091542912775889,1.647326717593291,0.6802091228146421,1.411607186416356,0.6547720351382027,1.6840020929287003,B,S2_nmr,F,0.01
0.35,param_err_pct,0,14,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,B,S2_nmr,F,5.0
0.55,param_err_pct,0,22,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,B,S2_nmr,F,10.0
0.85,param_err_pct,6,34,6,40,0.0,0.0,1.0,1.0,8.277717577836114,1.7389142146220422,6.920728977331191,3.333563973085813,7.807797026930108,0.5455612535612538,0.3393703703703705,0.433905723905724,0.3725732323232324,0.447351851851852,4.204951360816157,1.1293171913564664,3.5128067893131165,1.7212295534313258,3.962243857802888,3.403529526186868,1.044342747737508,2.4865479046851657,1.4217047754825967,2.984034420817423,0.6,0.4375,0.45625000000000004,0.440625,0.565625,0.4642857142857143,0.375,0.375,0.375,0.4151785714285714,0.4642857142857143,0.375,0.375,0.375,0.4151785714285714,0.6522148484191435,0.5162735700144931,0.5368306730472181,0.5270022313005778,0.6231970511310237,1.9666009857771047,0.5950287922479096,1.6356046922916856,0.8546964682567283,1.8498427730858173,B,S2_nmr,F,20.0
0.9,param_err_pct,11,36,11,40,0.09090909090909091,0.09090909090909091,1.0,1.0,7.933692249884635,1.3571758693375455,5.997565912194821,1.5182962232887534,7.8825587585998775,0.49628205128205133,0.3230370370370372,0.3484444444444446,0.3239444444444446,0.43960398860398875,4.038087309852511,1.1253622544540312,3.0475329962036977,1.1332262236520898,4.005974957970116,3.1308543020217012,1.0389053337397725,2.2050859714463598,1.0476179105577499,3.101206195639606,0.5142857142857142,0.4,0.425,0.40625,0.4821428571428571,0.42857142857142855,0.3333333333333333,0.375,0.35416666666666663,0.4017857142857143,0.42857142857142855,0.3333333333333333,0.375,0.35416666666666663,0.4017857142857143,0.6035665989373226,0.385957678572394,0.5063130458157269,0.44039039024892856,0.5694354771053367,1.8722074765907686,0.5933290585540506,1.4239411514256404,0.5948006490284042,1.8612233242110667,B,S2_nmr,F,30.0
1.0,param_err_pct,20,40,20,40,0.45,0.5,1.0,1.0,6.788212753726484,0.9280740044049038,1.186101189982738,0.72987893040209,6.99308867059574,0.3945826210826213,0.25588888888888905,0.3457222222222223,0.21823148148148164,0.4067628205128207,3.4475563831314657,0.9280740044049038,1.072846648712333,0.72987893040209,3.556553747834796,2.574835907316931,0.8272607934498166,0.9580279775429597,0.6256830503246003,2.766194337747722,0.4125,0.2875,0.34375,0.2614583333333333,0.41294642857142855,0.375,0.25,0.25,0.22916666666666666,0.375,0.375,0.25,0.25,0.22916666666666666,0.375,0.5013578777307249,0.3067359306632143,0.3399828626005189,0.2649130026769953,0.5080190239188298,1.6059416570758422,0.4873143100953489,0.5670944912592905,0.4005007462847535,1.65991842351991,B,S2_nmr,F,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S3_transport,D,0.001
0.175,blind_rmse_M,7,7,7,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,0.002
0.875,blind_rmse_M,35,35,35,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,0.005
1.0,blind_rmse_M,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,0.01
0.25,param_err_pct,10,10,10,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,5.0
0.475,param_err_pct,19,19,19,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,10.0
0.65,param_err_pct,26,26,26,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,20.0
0.875,param_err_pct,35,35,35,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,30.0
1.0,param_err_pct,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3_transport,D,50.0
0.575,blind_rmse_M,0,23,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S3_transport,F,0.001
0.925,blind_rmse_M,7,37,7,40,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,7.789668874205033,1.257696514415311,2.321741395896865,1.6747821181773959,5.261641139054897,1.4894444444444441,0.3992592592592594,1.279444444444444,0.7222962962962959,1.4252777777777774,4.795958144206401,1.2532027416092748,1.975674768079864,1.3557512840163237,3.7273222618693698,3.102905405470825,1.2117183330438484,1.827569119927143,1.3135353848093128,2.849849557538836,1.5,0.45714285714285713,1.075,0.6910714285714286,1.3,1.2,0.42857142857142855,0.75,0.5892857142857143,1.1,1.2,0.42857142857142855,0.75,0.5892857142857143,1.1,1.3297570897017381,0.48343437954511387,0.8685764037657182,0.6177971677465937,1.2965259255622632,3.8991506162490395,1.2295267850639338,1.8349933387738713,1.2718935254254176,3.156826692264948,D,S3_transport,F,0.002
1.0,blind_rmse_M,35,40,35,40,0.3142857142857143,0.37142857142857144,0.6,0.6857142857142857,3.5710883256066763,1.5775837353022213,1.9445704675679865,1.2543688228782695,5.655737833196845,1.2288888888888887,0.8866666666666659,1.0188888888888883,0.7838271604938267,1.29811111111111,2.2875161385865215,1.040519534931984,1.174985675694358,0.9867560603377514,3.1306481641159434,2.150905935035254,0.9925502455117462,1.281523320670771,0.9515595747399763,2.7468422648873325,1.0666666666666667,0.84,0.9,0.8125,1.1833333333333333,1.0,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.9806139960249184,0.7382395591894942,0.811715967869717,0.6992873300784377,1.0315467504476081,1.9499289203997354,1.0292132606748134,1.1602267826226167,0.9804629011844499,2.7629545410014016,D,S3_transport,F,0.005
1.0,blind_rmse_M,40,40,40,40,0.075,0.075,0.1,0.225,4.013935159501659,1.9118417060535426,2.2677175833619714,1.624346913876779,5.679712325598534,1.4264444444444435,1.2277222222222215,1.322999999999999,1.1392499999999992,1.5584722222222211,2.699459921917628,1.2004053618121677,1.263168896537354,1.1386040000867292,3.3844530411760263,2.2651737903957136,1.2026052877085895,1.4044873035076468,1.1543932989304841,2.901242472574402,1.2,1.1333333333333333,1.1666666666666667,1.1,1.2416666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.111352567256754,1.044221341052685,1.0746710783945304,1.0152518770094696,1.1843080122250975,2.4550079622742214,1.194999677163131,1.2614635503031755,1.1344736249519867,2.998147509071278,D,S3_transport,F,0.01
0.525,param_err_pct,8,21,10,40,0.125,0.125,0.5,0.75,7.389431049777636,1.6833969412627154,3.285804407226171,1.7343747254267436,4.863549051258385,1.7021666666666655,0.7810683760683768,1.047457264957265,0.9594337606837604,1.3533333333333324,5.458072701926803,1.0173368093082302,2.518952749195969,1.0783583558532182,3.423565359343357,3.776115872849768,1.0503245195942799,1.8747175241880893,1.0658769537789499,2.3785829460537276,1.925,0.8,1.0071428571428571,0.9125,1.38125,1.25,0.75,0.8571428571428571,0.75,1.0625,1.25,0.75,0.8571428571428571,0.75,1.0625,1.3838245592086804,0.7460478568170952,0.8558941410627534,0.7632743343689,1.077863972757546,4.529184268397451,1.0499325884064128,2.3049178229286387,1.0664531432599595,2.981666196794451,D,S3_transport,F,5.0
0.8,param_err_pct,15,32,19,40,0.4,0.4666666666666667,0.6666666666666666,0.7333333333333333,4.021588385085302,1.4157195015040667,1.9400160928059103,1.2966852388743297,3.8849639835691483,1.3393333333333322,0.7194444444444438,0.9799999999999993,0.7468827160493823,1.3828888888888877,2.5559115241096677,0.9165155850105056,1.1746849060049351,0.9565313744497042,2.6506538846292713,1.9127386371217143,0.9142368785672557,1.0937167534512395,0.9198471838710436,3.0482198509081098,1.2333333333333334,0.75,0.9,0.7875,1.15,1.0,0.6,0.75,0.6,1.0,1.0,0.6,0.75,0.6,1.0,0.9806139960249184,0.6368880892361026,0.7400754214500359,0.6311542023380106,1.040593522499486,2.4464746967806197,0.9200157341144755,1.1654593061702723,0.950998737427722,2.4561507681870354,D,S3_transport,F,10.0
0.9,param_err_pct,25,36,26,40,0.12,0.2,0.4,0.56,2.8048381320930664,1.8232230055023877,2.0571589831134527,1.2321367228192692,3.748339582052995,1.3393333333333322,0.9955555555555547,1.104444444444444,0.9799999999999993,1.4264444444444435,2.5559115241096677,1.0714192631457689,1.2048981344115446,1.0669504258089113,2.7389226092978163,1.9002779560682954,1.0554334626676398,1.2135761364823472,1.0531159049468874,1.9127386371217143,1.2,0.875,1.0666666666666667,0.875,1.2,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.6666666666666666,1.0,1.0766838342302447,0.7456081072686859,0.9392562154167836,0.6300592895223756,1.1005599954503482,2.292288888733019,1.0769537927507757,1.209462267816568,1.060978915551782,2.4167235576378694,D,S3_transport,F,20.0
0.925,param_err_pct,34,37,35,40,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.6176470588235294,3.493185722708376,1.7901327620690353,2.162992638092139,1.2108337365658088,4.368381249006747,1.3393333333333322,0.8816111111111106,1.047666666666666,0.7699999999999994,1.4999444444444436,2.146514104616021,1.1455186395640418,1.2207687674770025,1.0333905879819367,3.1980085004003995,1.801607281342205,1.077000969069221,1.2230572537380358,0.9743741101662211,2.82168707382587,1.1833333333333333,0.85,1.0333333333333332,0.6333333333333333,1.225,1.0,0.6666666666666666,0.875,0.5416666666666666,1.0,1.0,0.7083333333333333,0.875,0.5416666666666666,1.0,1.059154218257431,0.644000433714983,0.8432990992619842,0.5741739883298715,1.1005697855931271,1.9183964841165757,1.1132370231811848,1.2270431130943906,1.0310249683458987,2.764156424028415,D,S3_transport,F,30.0
1.0,param_err_pct,40,40,40,40,0.25,0.25,0.45,0.525,2.757997424751772,1.2540216602709635,1.9810296964791143,0.801133792229335,4.319622145057748,1.2288888888888887,1.015388888888888,1.0562222222222215,0.8889999999999993,1.3189166666666656,1.384984738537273,1.0441372458300704,1.1748352908496464,0.8542122912107701,2.679073150724983,1.4153524365747772,1.0557165270645235,1.1674609185345424,0.9003881796456286,2.356170000665406,1.1166666666666667,0.8666666666666667,1.0666666666666667,0.7937500000000001,1.1666666666666667,1.0,0.7083333333333333,1.0,0.6666666666666666,1.0,1.0,0.7083333333333333,1.0,0.6666666666666666,1.0,1.0591187237887185,0.7529606013505448,0.9647758881176508,0.5513017873570255,1.0841565780109628,1.2742140945351266,1.0490374035357202,1.1616920612581212,0.8822669896614384,2.434755365277539,D,S3_transport,F,50.0
0.625,blind_rmse_M,0,25,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S3_transport,F-uncorr,0.001
0.95,blind_rmse_M,7,38,7,40,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.8571428571428571,7.3239703347392515,0.9961742716496528,2.3259395502696067,1.122149294824355,5.0273383734305686,0.9605555555555548,0.3811111111111112,0.9255555555555549,0.499074074074074,0.9566666666666659,4.594393796179908,1.172108508229873,1.459307710833852,1.2076928920689705,3.6237594287372934,3.1019413897539314,0.9072493466674989,1.410347479878673,1.0607556883748022,2.848860907283276,1.075,0.45714285714285713,0.9,0.5785714285714285,1.0,0.75,0.42857142857142855,0.75,0.5142857142857142,0.75,0.75,0.42857142857142855,0.75,0.5142857142857142,0.75,0.8243016529512796,0.4812522316706284,0.6977825252238805,0.510732821418735,0.7843603822226218,3.697962344924718,1.0893023593215005,1.3124461882019176,1.1537755445838052,3.0515186843017132,D,S3_transport,F-uncorr,0.002
1.0,blind_rmse_M,35,40,35,40,0.4,0.42857142857142855,0.6,0.8,2.7307064121218847,1.0991218868672674,1.6901723563676367,0.8728941904856368,3.283667324949493,1.072555555555555,0.7505555555555551,0.903777777777777,0.6939506172839505,1.134777777777777,1.964172675887344,0.9432742386929861,1.1386685220945627,0.8506832329195498,2.37705488354223,1.5449255109303546,0.9404830981688823,1.096503631549977,0.8247266260402915,2.1399242161327283,1.0666666666666667,0.825,0.875,0.8,1.1666666666666667,1.0,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.9363916446131935,0.7370356505286499,0.8021129264483021,0.7007163411219469,0.9783927543275768,1.8258698695673148,0.9333877785212821,1.1315413052607728,0.8408883783635346,2.1250615436041755,D,S3_transport,F-uncorr,0.005
1.0,blind_rmse_M,40,40,40,40,0.25,0.225,0.1,0.25,2.7991488100303528,1.6962278492848366,2.2366356584283036,1.1318701504235282,5.116090254282376,1.3039444444444435,1.0208333333333326,1.1728888888888882,0.9731944444444438,1.4114722222222214,2.2504954692749335,1.072722327125899,1.2522930556375047,1.006033467314756,2.9919982261235383,2.0773667498177746,1.1211741980655832,1.2320875167313958,1.0192304321724202,2.512163176502175,1.2,1.1,1.1666666666666667,1.0916666666666668,1.2416666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.154491058582758,1.02862471092888,1.0831400680657493,1.001962516619261,1.2005315595812962,1.8558764437299617,1.073811839218288,1.2505623376121955,1.0007659341257127,2.674165373504266,D,S3_transport,F-uncorr,0.01
0.475,param_err_pct,5,19,10,40,0.2,0.2,0.4,0.6,13.955832690371434,0.5292147760295275,2.2150060224494177,1.0991218868672674,3.908369053414663,2.281222222222221,0.5109401709401711,1.1735802469135803,0.9333333333333328,1.4816666666666665,7.34877131099557,0.4348119287091868,1.89362820037541,1.0965876345483563,2.8876270674594235,5.687834549051307,0.5683541908318394,1.4010921349528047,1.0810366139755119,2.1551998328607693,2.2666666666666666,0.5428571428571428,1.02,0.8,1.55,1.6666666666666667,0.42857142857142855,0.8,0.75,1.25,1.6666666666666667,0.42857142857142855,0.8,0.75,1.25,1.9091702480695316,0.40023230403491594,0.9237111888330968,0.7591840082938318,1.3320720511514785,5.734286599284899,0.4787181362671067,1.6946730670632244,1.079063998121497,2.6278995569111405,D,S3_transport,F-uncorr,5.0
0.7,param_err_pct,13,28,19,40,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6923076923076923,3.725949629965063,0.9323361656782228,1.8980289242587862,0.9323361656782228,3.725949629965063,1.306666666666666,0.863333333333333,0.9488888888888882,0.863333333333333,1.306666666666666,2.5383054270774292,0.8833274750466596,1.1724276560068532,0.8833274750466596,2.5383054270774292,3.377977055230073,0.8038916735244649,1.1605971012363498,0.8038916735244649,3.377977055230073,1.2333333333333334,0.85,0.95,0.85,1.2333333333333334,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0865013504198402,0.6285140468397945,0.7544866707164785,0.6285140468397945,1.0865013504198402,2.4411363617747974,0.8802787304629844,1.1612518205702451,0.8802787304629844,2.4411363617747974,D,S3_transport,F-uncorr,10.0
0.9,param_err_pct,25,36,26,40,0.32,0.44,0.44,0.68,2.7959398069244754,1.273827241094853,1.8722395149563016,1.176502085979319,3.2487074254365793,1.3012222222222212,0.838444444444444,0.9799999999999993,0.702333333333333,1.306666666666666,1.7341099106957143,0.9986005608391607,1.2083712782640899,0.9145752551726397,2.5383054270774292,1.7938114589064675,0.9163382373103955,1.0274704079363965,0.865578637066065,1.8966388520890856,1.1666666666666667,0.825,1.0,0.8,1.2,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0239019066654365,0.6640683139137797,0.8283785581257415,0.5886101186744187,1.079778785711658,1.7130292005812446,1.0044800484427006,1.1612518205702451,0.9154776038509588,2.273245069919765,D,S3_transport,F-uncorr,20.0
0.95,param_err_pct,34,38,35,40,0.38235294117647056,0.47058823529411764,0.6176470588235294,0.7352941176470589,2.528449268713514,1.176502085979319,1.8252301589894997,0.7538381491141939,3.7014101162142286,1.0142513888888882,0.6999999999999994,0.8193888888888883,0.5201388888888888,1.137305555555555,1.645175316285097,0.9145752551726397,1.1647915617648548,0.7816508406654052,2.250607294741298,1.4208632819865805,0.865578637066065,1.0963752645817242,0.7849339402925637,1.7128114400732455,1.0333333333333332,0.7333333333333333,0.8500000000000001,0.5625,1.0916666666666668,0.875,0.6666666666666666,0.6666666666666666,0.5,1.0,0.875,0.6666666666666666,0.6666666666666666,0.5,1.0,0.9194051878241923,0.5477093150613767,0.6640584222252732,0.43903696187557695,1.01210813576272,1.6045157849074925,0.914263880498324,1.1376697006150047,0.7662887169672449,1.990300637134275,D,S3_transport,F-uncorr,30.0
1.0,param_err_pct,40,40,40,40,0.3,0.3,0.625,0.725,2.7991488100303528,1.4232177370815111,1.8899268383179577,0.7453977591387827,4.285389158256794,0.988166666666666,0.8030555555555552,0.9527777777777771,0.6492499999999998,1.060305555555555,1.737634787132562,1.0150652319785343,1.177951473074344,0.7792496444237438,2.799735658774892,1.6192457512561849,1.0382623195222256,1.1671560238940577,0.7859331851763485,2.3335887106573967,1.0166666666666666,0.8,0.9,0.7333333333333333,1.0666666666666667,0.875,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.875,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.871853420387736,0.5631519246925334,0.6678472545907692,0.5377872185065198,1.0344843516177133,1.5596233768171528,0.9984676504222773,1.164403947704677,0.8076948402396343,2.507360802841723,D,S3_transport,F-uncorr,50.0
0.05,blind_rmse_M,2,2,2,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,0.001
0.375,blind_rmse_M,15,15,15,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,0.002
0.95,blind_rmse_M,38,38,38,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,0.005
1.0,blind_rmse_M,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,0.01
0.3,param_err_pct,12,12,12,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,5.0
0.525,param_err_pct,21,21,21,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,10.0
0.675,param_err_pct,27,27,27,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,20.0
0.775,param_err_pct,31,31,31,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S3ab_delay,D,30.0
