species,true_M,estimated_M,sigma_M
EG,0.0774319427390394,0.0755068849096746,0.004338548267666885
EG,0.22972310512048943,0.2322471876521121,0.009291518210991513
EG,0.1759275821237917,0.17599053397692002,0.007424953000764948
EG,0.02057714960124014,0.020513128149732468,0.002563827101659458
EG,0.13137261861712005,0.12989357106770943,0.006121668365674552
EG,0.10180965268966331,0.09984522986075292,0.0051024873725977775
EG,0.2661408614381827,0.27136339930361786,0.010462248928145422
EG,0.22765915063735817,0.22454757624424868,0.008992106171232748
EG,0.09937340176260419,0.09669499688977802,0.004962299412124641
EG,0.14704116544994725,0.14857751152096607,0.006591758142830627
EG,0.06853194858569062,0.07011605517274155,0.004123944933277947
EG,0.1303586274760328,0.12794946090522694,0.005990813959922421
EG,0.185509360877617,0.184160262418289,0.007729113562495405
EG,0.21437961695507438,0.21840155100115355,0.008760704366668745
EG,0.09534570915270844,0.09421813522134118,0.004865775985181552
EG,0.21832370466171097,0.22027862417121585,0.008899431975655474
EG,0.2307778826052341,0.23098567796734587,0.009207212427725662
EG,0.03974965359630282,0.040200818515539825,0.003394217113629491
EG,0.04387185409038445,0.04368407458049062,0.0034872045748458305
EG,0.006380839665820271,0.006735213894700942,0.002205257876808673
EG,0.04780042425598894,0.04777559869453855,0.003398024654207807
EG,0.16351866694145342,0.1659600395275995,0.007204303408629746
EG,0.16980879630897935,0.16961908164797027,0.007359796574955053
EG,0.23754774185799912,0.23830831807203118,0.009486710812642834
EG,0.2548027435377449,0.25694669160909256,0.010002543511783835
EG,0.06301473049441277,0.06166651334355046,0.0038888025950933863
EG,0.22146527441060912,0.22322673261631631,0.009138902604799864
EG,0.09006769923020252,0.0900591785276818,0.004728060829741406
EG,0.1578920725528705,0.15742711968690015,0.00694734443087035
EG,0.27265396009650855,0.2734075367856587,0.010539846108924314
EG,0.05471024841514922,0.05542447518982459,0.0036581121009965655
EG,0.15370774347910332,0.14987059883940873,0.007062191632440206
EG,0.21823729590703148,0.21872175557443171,0.008800946129268506
EG,0.08669498101911997,0.08473677351113948,0.0047174951981859585
EG,0.11140612181658707,0.10978823891244185,0.005402496621755811
EG,0.20067531213209147,0.20279862701850637,0.008303882624399904
AcOH,0.056926383740470765,0.04669333743775881,0.003874420484314327
AcOH,0.03375363560384359,0.03119341453029223,0.003110102966169309
AcOH,0.188159105741822,0.18292487812137354,0.008121945042311975
AcOH,0.16920040458554375,0.16602421701927667,0.007200526608836874
AcOH,0.5842661855890846,0.5833058789370054,0.020409342690197483
AcOH,0.07053653300355629,0.057963966042062505,0.004381645706078577
AcOH,0.3999319909018281,0.3997788553109233,0.014600659701116389
AcOH,0.35006466603975334,0.34949237481710754,0.012905533023808606
AcOH,0.5889342375220202,0.5891332063591033,0.020541063112005885
AcOH,0.2169996743941438,0.20722380691905717,0.008665910705381096
AcOH,0.519255578921654,0.5137753413172844,0.018265064663186267
AcOH,0.48162291247002825,0.47783788440734265,0.016970662099136315
AcOH,0.4261589912899787,0.41237336120523316,0.015058229689761823
AcOH,0.5912820569225579,0.5796884336150461,0.020314129012467035
AcOH,0.25458539620625514,0.24518941687809973,0.009927601194542725
AcOH,0.47846479440035405,0.466450478134172,0.016696000106543235
AcOH,0.22996300949559864,0.2268874451834382,0.009232812079060177
AcOH,0.027594844415992515,0.023102921480811903,0.0028423887275845234
AcOH,0.10124090159038679,0.09662830601215007,0.005066965776185396
AcOH,0.563112901637817,0.5584043892402729,0.01969247203184913
AcOH,0.06278282472441818,0.05881899453397194,0.003908162611512432
AcOH,0.45002890218279057,0.43948137819088146,0.015825102905562466
AcOH,0.0033273771949218433,0.0,0.002407839469846315
AcOH,0.3765440479403485,0.36709491221915763,0.01370756551430467
AcOH,0.5103194312531381,0.514156324368828,0.018239348401908207
AcOH,0.5678383314756593,0.5590816184488536,0.01966190712062621
AcOH,0.03628329493419389,0.0285335610630279,0.003522309071897719
AcOH,0.5479462539734027,0.5436231356131241,0.019151522131100048
AcOH,0.19741659321104316,0.1922719359704995,0.008246561088441713
AcOH,0.29676987147523376,0.2896426331951891,0.011167441846943012
AcOH,0.05573889268081458,0.04925833335702057,0.003812885287747156
AcOH,0.5356774745816414,0.536378049506323,0.018846071024088692
AcOH,0.19944292666892463,0.19205058801046923,0.00802673627335444
AcOH,0.34800510034471904,0.33760938339418295,0.012682293769868304
AcOH,0.2111687682575189,0.2122541222508705,0.008727903861522657
AcOH,0.43085168233397597,0.42567889662742503,0.015457171398050232
