completed,faulted,last_valid_blind_rmse_M,last_valid_param_err_pct,nmr_acquisitions,nmr_reacquisitions,qc_rejected,rounds_completed,rounds_planned,runtime_s,scenario,seed,stop_reason,strategy
1,0,0.001612807494919565,40.539152308589685,80.0,0.0,0.0,8,8,2.195451259613037,S1_ideal,10,budget exhausted,B
1,0,0.0020955573149339752,43.79416791275712,80.0,0.0,0.0,8,8,2.225980043411255,S1_ideal,11,budget exhausted,B
1,0,0.0010059580405632892,7.624908946520725,80.0,0.0,0.0,8,8,2.3362979888916016,S1_ideal,12,budget exhausted,B
1,0,0.0018516315162001177,20.103431063456156,80.0,0.0,0.0,8,8,2.5220251083374023,S1_ideal,13,budget exhausted,B
1,0,0.001939222634860672,36.03015083972865,80.0,0.0,0.0,8,8,2.5815939903259277,S1_ideal,14,budget exhausted,B
1,0,0.00265096529133402,45.57983812043063,80.0,0.0,0.0,8,8,2.566894769668579,S1_ideal,15,budget exhausted,B
1,0,0.002403648587048555,42.66607165386473,80.0,0.0,0.0,8,8,3.0589687824249268,S1_ideal,16,budget exhausted,B
1,0,0.0036114519020021235,30.93165137708336,80.0,0.0,0.0,8,8,2.6196751594543457,S1_ideal,17,budget exhausted,B
1,0,0.002355559485674799,17.173299996915414,80.0,0.0,0.0,8,8,2.570631980895996,S1_ideal,18,budget exhausted,B
1,0,0.0029951656433770154,3.943632133190267,80.0,0.0,0.0,8,8,2.4881436824798584,S1_ideal,19,budget exhausted,B
1,0,0.002848352555258116,44.654435040624165,80.0,0.0,0.0,8,8,3.026228904724121,S1_ideal,20,budget exhausted,B
1,0,0.0011967678911539382,39.93050570007033,80.0,0.0,0.0,8,8,2.466414213180542,S1_ideal,21,budget exhausted,B
