scenario_id,catalyst,geometry,is_pareto_optimal,Y_EGMA,S_EGMA,STY_EGMA_mol_Lreactor_h,temp_C,C_catalyst_feed_M,tau_s,Y_EG,C_EGDA_feed_M,Q_total_mL_min
efb311da5d42d343,H2SO4,A,True,0.00079191338046,0.999816220091,0.0630184644638,40,0.2,11.3097335529,1.45564520567e-07,0.5,4
82cf862ebc19f3c0,H2SO4,A,True,0.000528044642503,0.999877480602,0.0630306864494,40,0.2,7.53982236862,6.47036388514e-08,0.5,6
5246cfed6714567f,H2SO4,A,True,0.000396071883096,0.999908110305,0.063036798031,40,0.2,5.65486677646,3.63982689378e-08,0.5,8
eed861ca929b67de,H2SO4,A,True,0.000316875940615,0.999926488171,0.0630404654065,40,0.2,4.52389342117,2.32958425395e-08,0.5,10
ccc0333ec1f42088,H2SO4,A,True,0.00239067548093,0.999444525372,0.0190243909985,40,0.3,22.6194671058,1.32869763158e-06,0.1,2
db0bf0b4189a4b27,H2SO4,A,True,0.00119638645428,0.999722274888,0.0190410818002,40,0.3,11.3097335529,3.323588664e-07,0.1,4
615e8635868bbf81,H2SO4,A,True,0.000797824145021,0.999814849095,0.0190466484831,40,0.3,7.53982236862,1.47745218039e-07,0.1,6
351ee457ea3b6710,H2SO4,A,True,0.000598455570525,0.999861136506,0.0190494324373,40,0.3,5.65486677646,8.31151734084e-08,0.1,8
24b517dc6c681a4e,H2SO4,A,True,0.00047880644343,0.999888909053,0.0190511030867,40,0.3,4.52389342117,5.31969711594e-08,0.1,10
b838db8d9f240c06,H2SO4,A,True,0.00237341557132,0.999448546141,0.0377740819977,40,0.3,22.6194671058,1.3095513323e-06,0.2,2
bb7d5d7074c1aeaa,H2SO4,A,True,0.00118774201184,0.999724278531,0.0378070024019,40,0.3,11.3097335529,3.27576292519e-07,0.2,4
